dice,iou,sensitivity,tp,fp,fn,case,slice,score,prompt,gt_voxels,pred_voxels
0.0,0.0,0.0,0,176,1411,BraTS2021_00003,129,4.807616278412752e-05,brain tumor,1411,176
0.8968684759916493,0.8130204390613172,0.8319132455460883,1074,30,217,BraTS2021_00003,130,5.9796631830977276e-05,brain tumor,1291,1104
0.9204647006255585,0.8526490066225165,0.8751062022090059,1030,31,147,BraTS2021_00003,131,0.0001004877412924543,brain tumor,1177,1061
0.41654135338345866,0.2630579297245964,0.2633079847908745,277,1,775,BraTS2021_00003,132,0.0006638856721110642,brain tumor,1052,278
0.880393227744402,0.7863414634146342,0.8808743169398907,806,110,109,BraTS2021_00003,133,1.6589765436947346e-05,brain tumor,915,916
0.0,0.0,0.0,0,65,744,BraTS2021_00003,134,7.963127427501604e-05,brain tumor,744,65
0.4523129640205597,0.2922509225092251,0.9753694581280788,396,949,10,BraTS2021_00003,135,0.00061003677546978,brain tumor,406,1345
0.3144208037825059,0.18653576437587657,0.9637681159420289,133,575,5,BraTS2021_00003,136,0.0003857364063151181,brain tumor,138,708
0.0013498312710911137,0.0006753714542998649,1.0,6,8878,0,BraTS2021_00005,72,6.181172648211941e-05,brain tumor,6,8884
0.0,0.0,0.0,0,181,20,BraTS2021_00005,73,0.0005049137980677187,brain tumor,20,181
0.0,0.0,0.0,0,806,50,BraTS2021_00005,74,0.0003483437467366457,brain tumor,50,806
0.0,0.0,0.0,0,1319,81,BraTS2021_00005,75,0.0005662670009769499,brain tumor,81,1319
0.0,0.0,0.0,0,918,105,BraTS2021_00005,76,0.001930242171511054,brain tumor,105,918
0.05730977882876617,0.029500214807389374,1.0,206,6777,0,BraTS2021_00005,77,0.00012086064816685393,brain tumor,206,6983
0.07673238106480935,0.03989688190522956,1.0,325,7821,0,BraTS2021_00005,78,7.444341463269666e-05,brain tumor,325,8146
0.0,0.0,0.0,0,717,526,BraTS2021_00005,79,0.0007973687606863678,brain tumor,526,717
0.0,0.0,0.0,0,371,786,BraTS2021_00005,80,0.0002586162299849093,brain tumor,786,371
0.0,0.0,0.0,0,120,1004,BraTS2021_00005,81,0.00021691985602956265,brain tumor,1004,120
0.0,0.0,0.0,0,459,1203,BraTS2021_00005,82,0.0026920342352241278,brain tumor,1203,459
0.18325482449475763,0.10086985613917698,0.8933333333333333,1206,10606,144,BraTS2021_00005,83,4.395155337988399e-05,brain tumor,1350,11812
0.18274779051931925,0.10056270096463023,0.8469871360866622,1251,10963,226,BraTS2021_00005,84,4.5984612370375544e-05,brain tumor,1477,12214
0.10488245931283906,0.05534351145038168,0.05534351145038168,87,0,1485,BraTS2021_00005,85,0.0008239058661274612,brain tumor,1572,87
0.16875340228633642,0.09215219976218787,0.09215219976218787,155,0,1527,BraTS2021_00005,86,5.151690493221395e-05,brain tumor,1682,155
0.2361376673040153,0.13387533875338753,0.13387533875338753,247,0,1598,BraTS2021_00005,87,2.7983918698737398e-05,brain tumor,1845,247
0.1915506481036966,0.10591983010353066,0.6069979716024341,1197,9329,775,BraTS2021_00005,88,1.5975783753674477e-05,brain tumor,1972,10526
0.2032838154808444,0.11314186248912098,0.5590062111801242,1170,8248,923,BraTS2021_00005,89,2.0423263777047396e-05,brain tumor,2093,9418
0.16842288600539929,0.09195511601369342,0.4359783588818756,967,8298,1251,BraTS2021_00005,90,1.2322651855356526e-05,brain tumor,2218,9265
0.17749054224464061,0.09738799515654731,0.4743049705139006,1126,9188,1248,BraTS2021_00005,91,3.22389169014059e-05,brain tumor,2374,10314
0.1970949720670391,0.10932077342588002,0.5051546391752577,1323,9483,1296,BraTS2021_00005,92,4.6394332457566634e-05,brain tumor,2619,10806
